step,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
1000,0.6931927133269415,0.638920020376974,0.7745098039215687,0.8989566172432729,0.8365570121197131,0.7906137184115524,0.9162844036697247,0.7250120290535427
700,0.6941514860977949,0.5985736118186449,0.7843137254901961,0.8982244188174996,0.8368538214197379,0.7906137184115524,0.9139908256880734,0.7298518443522658
400,0.6951102588686481,0.5758532857870606,0.7843137254901961,0.8984074684239429,0.836804353203067,0.7906137184115524,0.9162844036697247,0.7261743534944938
100,0.6912751677852349,0.5569026999490576,0.7867647058823529,0.8976752699981695,0.8366064803363839,0.7906137184115524,0.9162844036697247,0.7243539787942387
