step,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
1000,0.763183125599233,0.8794701986754967,0.8455882352941176,0.9379461834157057,0.8589166460549097,0.8808664259927798,0.9518348623853211,0.8848383591577074
700,0.7670182166826462,0.8745797249108508,0.8480392156862745,0.9379461834157057,0.8583724956715311,0.8808664259927798,0.9529816513761468,0.8835624665732321
400,0.7689357622243528,0.8642893530310749,0.8529411764705882,0.938678381841479,0.8582982933465249,0.8808664259927798,0.9518348623853211,0.8810882894821215
100,0.7689357622243528,0.856444218033622,0.8529411764705882,0.9388614314479223,0.8584714321048726,0.8808664259927798,0.9518348623853211,0.8774785181065924
