step,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
1000,0.6922339405560882,0.7187977585328579,0.7745098039215687,0.8996888156690463,0.8366559485530547,0.7978339350180506,0.9151376146788991,0.7291006341783917
700,0.6931927133269415,0.6202750891492613,0.7794117647058824,0.8978583196046128,0.8373485035864457,0.7978339350180506,0.9139908256880734,0.7259176872603135
400,0.6941514860977949,0.5777890983188997,0.7867647058823529,0.8982244188174996,0.837051694286421,0.7906137184115524,0.9162844036697247,0.7227683602042245
100,0.6903163950143816,0.5570045848191544,0.7867647058823529,0.8980413692110562,0.836804353203067,0.7906137184115524,0.9151376146788991,0.725269837223842
