step,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
1000,0.7468839884947267,0.8808965868568518,0.8504901960784313,0.9373970345963756,0.8603264902300272,0.8772563176895307,0.9518348623853211,0.881018208062678
700,0.7545541706615532,0.872949566989302,0.8480392156862745,0.9377631338092624,0.8600296809300024,0.8808664259927798,0.9518348623853211,0.8819499913627413
400,0.7660594439117929,0.8631686194600102,0.8529411764705882,0.938678381841479,0.8597328716299777,0.8844765342960289,0.9495412844036697,0.883833167266909
100,0.7698945349952061,0.8561385634233316,0.8529411764705882,0.9388614314479223,0.8584714321048726,0.8808664259927798,0.9518348623853211,0.8779652673270635
