step,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
1000,0.7574304889741131,0.8832399388690779,0.8308823529411765,0.9364817865641589,0.8576552065298046,0.8808664259927798,0.9506880733944955,0.877998400714729
700,0.7660594439117929,0.8776362710137544,0.8455882352941176,0.9373970345963756,0.8582240910215186,0.8808664259927798,0.9495412844036697,0.8819589966475164
400,0.7689357622243528,0.8668364747834947,0.8480392156862745,0.938678381841479,0.8581498886965125,0.8844765342960289,0.9518348623853211,0.8814726895449837
100,0.7689357622243528,0.856953642384106,0.8529411764705882,0.9388614314479223,0.8583972297798664,0.8808664259927798,0.9518348623853211,0.8774175146526396
